community_id,conn_state,duration,history,src_ip_zeek,src_port_zeek,dest_ip_zeek,dest_port_zeek,local_orig,local_resp,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto,resp_bytes,resp_ip_bytes,resp_pkts,service,ts,uid,datetime,label_tactic,label_technique,label_binary,label_cve
1:YfNXkq1XKLGL2DJu78eSglQjB+Q=,SF,0.0019371509552001953,ShADadfF,143.88.7.13,45187,143.88.7.11,80,false,false,0,331,599,5,tcp,490,758,5,http,1.753255003613083E9,C5iwuo2x7y6UlQnYwg,2025-07-23T07:16:43.613Z,Reconnaissance,T1595,True,none
1:x8UvlcOks9bLB0Ef6V1QpfRFb6c=,SF,0.010682106018066406,ShADagdfFR,143.88.7.13,34163,143.88.7.11,631,false,false,828,1216,1888,13,tcp,1729,2309,11,,1.753254782052536E9,C5v5CY18EhE0vCeea4,2025-07-23T07:13:02.052Z,Reconnaissance,T1595,True,none
1:p8n5RxDXmU+SEp+6JIdLJrWElls=,SF,9.708404541015625E-4,ShADfFa,143.88.7.13,42229,143.88.7.10,80,false,false,0,400,616,4,tcp,489,653,3,http,1.753214118466237E9,C6OlGAmFJTNHqYNnd,2025-07-22T19:55:18.466Z,Reconnaissance,T1595,True,none
1:c8eXfCAMFbdCqlyxskxn/RWc3Sc=,SF,0.0011179447174072266,ShADadfF,143.88.7.13,42453,143.88.7.11,80,false,false,0,409,677,5,tcp,519,787,5,http,1.753255009240045E9,C6QsQJfUPbjIvBmul,2025-07-23T07:16:49.240Z,Reconnaissance,T1595,True,none
1:L0B+tSB/4Vcb3wJedfZM0Gyb8MQ=,SF,0.00648808479309082,ShADadFf,143.88.7.13,45645,143.88.7.1,80,false,false,0,626,998,7,tcp,792,1164,7,http,1.753204859143611E9,C75TmC4zT9IzOeLQC3,2025-07-22T17:20:59.143Z,Reconnaissance,T1595,True,none
1:ojRCwoQeC6D1PipDDUt499pPfz8=,SF,9.450912475585938E-4,ShADfFa,143.88.7.13,46971,143.88.7.10,80,false,false,0,378,594,4,tcp,489,653,3,http,1.753214089365475E9,C9Ppno4pW5W1HZDT61,2025-07-22T19:54:49.365Z,Reconnaissance,T1595,True,none
1:JyljCVCRLEqAO4ycIe7bExUKWCc=,RSTR,3.70025634765625E-4,ShADdFar,143.88.7.13,53211,143.88.7.10,445,false,false,0,88,356,5,tcp,133,337,4,,1.753217149016144E9,C9iSS21NSCQeJG3pA1,2025-07-22T20:45:49.016Z,Reconnaissance,T1595,True,none
1:HGBRzruyKtTw4xk5BhVQ6n/boIQ=,RSTR,0.028146028518676758,ShADdFar,143.88.7.13,59345,143.88.7.10,445,false,false,0,1198,1674,9,tcp,879,1291,8,"gssapi,ntlm",1.753212175009835E9,C9vBJn33MgCpeGnpRg,2025-07-22T19:22:55.009Z,Reconnaissance,T1595,True,none
1:2hFKbG0WnsYYyCOaqq5XkJzqWbI=,SF,0.011395931243896484,ShADadfFR,143.88.7.13,56585,143.88.7.11,631,false,false,0,1264,1936,13,tcp,1921,2501,11,ssl,1.753254649997134E9,CAdQsz3Yo2BtrqrB1b,2025-07-23T07:10:49.997Z,Reconnaissance,T1595,True,none
1:ta70Tw5+NoHxB9uixD95G5rPcYg=,SF,0.008265972137451172,ShADadfFR,143.88.7.13,52815,143.88.7.1,443,false,false,0,994,1614,12,tcp,2253,2937,13,ssl,1.753204967151184E9,CCaUKi2uzXXb1q2oR,2025-07-22T17:22:47.151Z,Reconnaissance,T1595,True,none
1:pAWLmju+gCqZvDCie3x/sAA6r6c=,S2,53.37934684753418,SAhDTF,143.88.7.13,60939,143.88.7.11,631,false,false,0,517,6114,18,tcp,0,360,6,,1.753212744609971E9,CDphpP2acSL1a2Bfxk,2025-07-22T19:32:24.609Z,Reconnaissance,T1595,True,none
1:0+sYDLTkvQ8zTyGfLgUUDxvmzLQ=,SF,9.529590606689453E-4,ShADadfF,143.88.7.13,56279,143.88.7.1,80,false,false,0,360,628,5,tcp,295,563,5,http,1.75320507302856E9,CEj3zz2VOOHFhW1ZKb,2025-07-22T17:24:33.028Z,Reconnaissance,T1595,True,none
1:joF1iBIEBVzrYk3m0soa1a8Rb6w=,SF,0.0012478828430175781,ShADadfF,143.88.7.13,41617,143.88.7.11,80,false,false,0,334,602,5,tcp,488,756,5,http,1.753255004133563E9,CEn3uf2WdHDbjdZZ9g,2025-07-23T07:16:44.133Z,Reconnaissance,T1595,True,none
1:UbXzUbUGuEDO2mC51GfeFxRNpkg=,SF,0.006071805953979492,ShADadfFR,143.88.7.13,35401,143.88.7.1,443,false,false,0,976,1596,12,tcp,2247,2931,13,ssl,1.753205045388353E9,CG94tL1y9AZzK0D0Uk,2025-07-22T17:24:05.388Z,Reconnaissance,T1595,True,none
1:UNiRXnTOC2v4MPD6Dj8o1/j1MAo=,SF,9.150505065917969E-4,ShADadfF,143.88.7.13,56931,143.88.7.1,80,false,false,0,351,619,5,tcp,295,563,5,http,1.753205074080445E9,CGUBRc3g8RI90Lvdve,2025-07-22T17:24:34.080Z,Reconnaissance,T1595,True,none
1:/bJVaK+9SYQYQTJ+ia0jcRUvFF4=,SF,0.0010159015655517578,ShADagdfF,143.88.7.13,49775,143.88.7.1,80,false,false,398,315,583,5,tcp,398,666,5,http,1.753205085564403E9,CJMKyL88Xy7z3yv43,2025-07-22T17:24:45.564Z,Reconnaissance,T1595,True,none
1:pCvwcthhdbcuKVqOLFrtNSivKs0=,SF,9.691715240478516E-4,ShADfFa,143.88.7.13,47991,143.88.7.10,80,false,false,0,322,538,4,tcp,503,667,3,http,1.753214071251818E9,CKnJRB1UcG4KVK3sz6,2025-07-22T19:54:31.251Z,Reconnaissance,T1595,True,none
1:66VTshwbKWPVtvSW+bm9B0GCELk=,SF,8.459091186523438E-4,ShADfFa,143.88.7.13,54759,143.88.7.10,80,false,false,0,346,562,4,tcp,489,653,3,http,1.753214084842196E9,CLsKcW2dOEmB9GEXr2,2025-07-22T19:54:44.842Z,Reconnaissance,T1595,True,none
1:Ge97sPzY18BapXWafHXTKR73UT8=,SF,8.821487426757812E-4,ShADadfF,143.88.7.13,39339,143.88.7.1,80,false,false,0,348,616,5,tcp,295,563,5,http,1.753205073802502E9,CMlnHO3i0mCFx4f8Nc,2025-07-22T17:24:33.802Z,Reconnaissance,T1595,True,none
1:iVwHJuTDZ/NKFpBkrKRmFbi9b8g=,SF,0.010359048843383789,ShADadfFR,143.88.7.13,50299,143.88.7.11,631,false,false,0,1232,1904,13,tcp,1985,2565,11,ssl,1.753204805328513E9,CN28CG3eYkaXbleav5,2025-07-22T17:20:05.328Z,Reconnaissance,T1595,True,none
1:bUcehYDMteRFeLVEANE18ge5iiM=,SF,9.009838104248047E-4,ShADadfF,143.88.7.13,34085,143.88.7.1,80,false,false,0,418,686,5,tcp,295,563,5,http,1.753205093169411E9,CPzjd620tVfjzVhkji,2025-07-22T17:24:53.169Z,Reconnaissance,T1595,True,none
1:Rf0NE1JPZ8a13o94wzELoDE0spw=,SF,0.0015170574188232422,ShADfFa,143.88.7.13,60533,143.88.7.10,80,false,false,0,342,610,5,tcp,1424,1588,3,http,1.753214087480406E9,CQ3CF416NFTzVUHSRg,2025-07-22T19:54:47.480Z,Reconnaissance,T1595,True,none
1:VyUiYI+mYZoNy828umLV2oni9HU=,SF,0.009678125381469727,ShADadfFR,143.88.7.13,33909,143.88.7.11,631,false,false,0,1216,1888,13,tcp,1713,2293,11,ssl,1.753204826817086E9,CRJkJv3NfMP6uNopI6,2025-07-22T17:20:26.817Z,Reconnaissance,T1595,True,none
1:z5D1Ok44f6Yb98m6p1Cst/KId8s=,SF,9.059906005859375E-4,ShADfFa,143.88.7.13,52191,143.88.7.10,80,false,false,0,402,618,4,tcp,489,653,3,http,1.753214107013441E9,CSbpvn3GAkPPBvuYV8,2025-07-22T19:55:07.013Z,Reconnaissance,T1595,True,none
1:qsrob3uO8HXIXKQJP9ZmbJol+UM=,SF,0.001068115234375,ShADadfF,143.88.7.13,35153,143.88.7.1,80,false,false,0,334,602,5,tcp,417,685,5,http,1.753205094995605E9,CTP5fsaTPFTCMOBO,2025-07-22T17:24:54.995Z,Reconnaissance,T1595,True,none
1:NuEtI3IYz9HGKnuAEpPQBJA+Ykw=,RSTR,3.409385681152344E-4,ShADdFar,143.88.7.13,60231,143.88.7.10,445,false,false,0,88,356,5,tcp,133,337,4,,1.753217148959726E9,CUX9ct3THAfMVNgZYh,2025-07-22T20:45:48.959Z,Reconnaissance,T1595,True,none
1:3TZZtC+sSnOyXULj74RcDNORhuE=,S0,,S,143.88.7.13,36604,143.88.7.1,861,false,false,0,,60,1,tcp,,0,0,,1.753204486537383E9,CVXDGLFDWzH46FNHa,2025-07-22T17:14:46.537Z,Reconnaissance,T1595,True,none
1:/ljvWGy7dkZRl4hoetz3a+1RGNA=,SF,0.001199960708618164,ShADfFa,143.88.7.13,57029,143.88.7.10,80,false,false,0,311,579,5,tcp,1424,1588,3,http,1.753214096585279E9,CWMGwc2NzbzHnfiOfb,2025-07-22T19:54:56.585Z,Reconnaissance,T1595,True,none
1:3B9u0eRh+Zzmr5uG7AFq06vfSiM=,SF,0.0012919902801513672,ShADfFa,143.88.7.13,54385,143.88.7.10,80,false,false,0,343,611,5,tcp,1424,1588,3,http,1.753214070034687E9,CWTBOI1CHpDlP3WUw9,2025-07-22T19:54:30.034Z,Reconnaissance,T1595,True,none
1:FgRxKs99wq0CUcMJwBMS3HEtTWA=,SF,9.489059448242188E-4,ShADgadfF,143.88.7.13,35371,143.88.7.11,80,false,false,502,356,624,5,tcp,502,770,5,http,1.753254987997736E9,CWTkvJ2tMEMEUGatlg,2025-07-23T07:16:27.997Z,Reconnaissance,T1595,True,none
1:pDL0AbFhLl+PrIv1pEQKXHdficY=,SF,0.0065691471099853516,ShADadfF,143.88.7.13,34807,143.88.7.1,80,false,false,0,330,598,5,tcp,295,563,5,http,1.753205020904662E9,CWZc913HGOCW4pVjFe,2025-07-22T17:23:40.904Z,Reconnaissance,T1595,True,none
1:SGMNUHAlHzUbgvx+6ECbB+DHFXc=,S2,52.48690700531006,SAhDTF,143.88.7.13,48523,143.88.7.11,631,false,false,0,517,6114,18,tcp,0,360,6,,1.75325302758465E9,CWdPnNgy1dYcyo2s8,2025-07-23T06:43:47.584Z,Reconnaissance,T1595,True,none
1:eecjqvwAFfeXGDJ6msXRTIWsNMs=,RSTR,4.019737243652344E-4,ShADdFar,143.88.7.13,41767,143.88.7.10,445,false,false,0,88,356,5,tcp,133,337,4,,1.753217148571222E9,CXfhix3bHkWrPukF1a,2025-07-22T20:45:48.571Z,Reconnaissance,T1595,True,none
1:16hCh8SIekNsB6i7bmlI1SPFgBU=,SF,0.0012052059173583984,ShADfFa,143.88.7.13,35391,143.88.7.10,80,false,false,0,325,593,5,tcp,1424,1588,3,http,1.753214098162042E9,CYDjdC459m3pTnguY9,2025-07-22T19:54:58.162Z,Reconnaissance,T1595,True,none
1:dsxFe9snYwsMbM8LWdXNjVxiPws=,RSTR,0.01711893081665039,ShADdFar,143.88.7.13,58511,143.88.7.10,445,false,false,0,1202,1678,9,tcp,879,1291,8,"ntlm,gssapi",1.753212176689888E9,CaxqQb42GZAesR8Sxc,2025-07-22T19:22:56.689Z,Reconnaissance,T1595,True,none
1:oaadO4OntkjDtRzL0yE2wlGDEoo=,SF,0.0413360595703125,ShADadfFR,143.88.7.13,46519,143.88.7.11,631,false,false,0,1653,2585,18,tcp,9671,11083,27,ssl,1.753254603964244E9,CbTFnXdCu6LYdryh3,2025-07-23T07:10:03.964Z,Reconnaissance,T1595,True,none
1:lMrZSjvU+TSxDRZbx0WrqXdf+vU=,SF,9.579658508300781E-4,ShADfFa,143.88.7.13,34679,143.88.7.10,80,false,false,0,331,547,4,tcp,503,667,3,http,1.753214094100976E9,CdB7cW3CPAi1z7U1i7,2025-07-22T19:54:54.100Z,Reconnaissance,T1595,True,none
1:WT7EvxCoAN+20hPATOOh7mcIrO4=,SF,0.0012760162353515625,ShADadfF,143.88.7.13,53047,143.88.7.11,80,false,false,0,373,641,5,tcp,507,775,5,http,1.753254998536757E9,CdVvb61e8nMZCmMMWf,2025-07-23T07:16:38.536Z,Reconnaissance,T1595,True,none
1:6/LNuo1TioeeWgqPMS88q1WVB74=,SF,0.001210927963256836,ShADfFa,143.88.7.13,56453,143.88.7.10,80,false,false,0,324,592,5,tcp,1424,1588,3,http,1.753214099529254E9,Cdvqu12qOwL7H1e3lb,2025-07-22T19:54:59.529Z,Reconnaissance,T1595,True,none
1:DY8owTydMQWzKMmBrKVMPLbe+1A=,S0,,S,143.88.7.13,40626,143.88.7.11,477,false,false,0,,60,1,tcp,,0,0,,1.753204488456913E9,Ce5r5s2AJoUhRBDcRi,2025-07-22T17:14:48.456Z,Reconnaissance,T1595,True,none
1:Jv8I28/taAi4p0zL8dFjjJI439k=,S2,53.18693208694458,ShADTF,143.88.7.13,44773,143.88.7.11,631,false,false,0,517,6114,18,tcp,0,360,6,,1.753236800596474E9,CeIQqGasEQ3CuzfXc,2025-07-23T02:13:20.596Z,Reconnaissance,T1595,True,none
1:vwU+8pgJqdI6qQXd4oSLGVfDaQE=,SF,0.008900165557861328,ShADadfFR,143.88.7.13,52407,143.88.7.11,631,false,false,0,1248,1920,13,tcp,1825,2405,11,ssl,1.753254755836932E9,CenN8912kwktToflhh,2025-07-23T07:12:35.836Z,Reconnaissance,T1595,True,none
1:bVxHbHItW5g0wJROov5AA7Mtnk4=,SF,0.0013020038604736328,ShADfFa,143.88.7.13,34593,143.88.7.10,80,false,false,0,396,664,5,tcp,1424,1588,3,http,1.753214115456371E9,Cf0DqR3I3TNrijKJp,2025-07-22T19:55:15.456Z,Reconnaissance,T1595,True,none
1:68xIZ7Xmfa05f3R43Xdzz7IxRI4=,SF,0.012575149536132812,ShADadfFR,143.88.7.13,52451,143.88.7.11,631,false,false,0,1248,1920,13,tcp,2287,2919,12,ssl,1.753254754604508E9,CfYO4P3xbPaliLXMI2,2025-07-23T07:12:34.604Z,Reconnaissance,T1595,True,none
1:MxS5tgkSwYoa0YOgZ++dK3NpOHE=,SF,0.0014939308166503906,ShAaGdfDF,143.88.7.13,53413,143.88.7.11,80,false,false,385,385,653,5,tcp,495,763,5,,1.753254967901452E9,Cg69bK3GYWspFPDh44,2025-07-23T07:16:07.901Z,Reconnaissance,T1595,True,none
1:5W909fciAXjNHy020FdYhRJXwHw=,SF,0.00109100341796875,ShADadfF,143.88.7.13,34491,143.88.7.11,80,false,false,0,409,677,5,tcp,483,751,5,http,1.753254978174287E9,ChXdOT1Z5R8cNNSPxe,2025-07-23T07:16:18.174Z,Reconnaissance,T1595,True,none
1:+O4609ZcOhynhNaV66Wn7RotqJ4=,SF,0.002588987350463867,ShADadfFR,143.88.7.13,40897,143.88.7.1,443,false,false,0,943,1563,12,tcp,2247,2931,13,ssl,1.753205014678812E9,Ci9Pwf2u7aJ21JYnph,2025-07-22T17:23:34.678Z,Reconnaissance,T1595,True,none
1:zQDWbO0icURnGOBPtsboa9wQyPA=,S2,53.70301413536072,ShADTF,143.88.7.13,44645,143.88.7.11,631,false,false,0,517,6114,18,tcp,0,360,6,,1.753252907584703E9,CiAgps4AOMauCg6296,2025-07-23T06:41:47.584Z,Reconnaissance,T1595,True,none
1:rTOUMv9CergBt20pDQmqFQvEvqQ=,SF,0.011291027069091797,SAhDagdfFR,143.88.7.13,34321,143.88.7.11,631,false,false,828,1344,2016,13,tcp,1985,2565,11,,1.753254673773519E9,CiyfyN12YcpBcJUe2d,2025-07-23T07:11:13.773Z,Reconnaissance,T1595,True,none
1:hF9VsJZ6KUaPNb1O7oo+YUsEa/c=,S2,52.61103892326355,ShADTF,143.88.7.13,33013,143.88.7.11,631,false,false,0,517,6114,18,tcp,0,360,6,,1.753211055779515E9,Cj0TM123nKqZSAsDpk,2025-07-22T19:04:15.779Z,Reconnaissance,T1595,True,none
1:YU8oWd3Yc3B21BCUoI12KQYpNCo=,SF,9.829998016357422E-4,ShADfFa,143.88.7.13,35611,143.88.7.10,80,false,false,0,369,585,4,tcp,489,653,3,http,1.753214099822869E9,CjLSqm2NCtO2zTO7B4,2025-07-22T19:54:59.822Z,Reconnaissance,T1595,True,none
1:aLCylBhjzL75QKgPBUCUOt9sLxM=,SF,0.00435185432434082,ShADadfFR,143.88.7.13,37361,143.88.7.1,443,false,false,0,935,1555,12,tcp,2247,2931,13,ssl,1.753205010056857E9,CjLsp11Aw7auUQPOy6,2025-07-22T17:23:30.056Z,Reconnaissance,T1595,True,none
1:eJXKfTobcaPC2dLi+ExABMoLlkg=,SF,0.0013170242309570312,ShADfFa,143.88.7.13,45829,143.88.7.10,80,false,false,0,388,656,5,tcp,1424,1588,3,http,1.753214115839624E9,CjNaxUNXhiTtYmc7i,2025-07-22T19:55:15.839Z,Reconnaissance,T1595,True,none
1:BnxrdeFnV5Ebzbpslp487k1olhQ=,SF,0.002610921859741211,ShADadgfFR,143.88.7.13,59225,143.88.7.1,443,false,false,306,953,1573,12,tcp,2247,2931,13,ssl,1.753205053712145E9,CjVPum3vG3oPNLIo2c,2025-07-22T17:24:13.712Z,Reconnaissance,T1595,True,none
1:+a9F7zIaPee/g8TUmtJ649XGJak=,S0,,S,143.88.7.13,42890,143.88.7.1,506,false,false,0,,60,1,tcp,,0,0,,1.753204476227861E9,CjiU2h3KRhudP6Ifll,2025-07-22T17:14:36.227Z,Reconnaissance,T1595,True,none
1:sNPamYxpmgbTtVxQTxUjWBl7QR4=,SF,0.024740934371948242,^hSADadfFR,143.88.7.13,34193,143.88.7.11,631,false,false,0,1701,2581,17,tcp,9560,10816,24,ssl,1.75325461532886E9,Cjslls4a3YPKZsb4S3,2025-07-23T07:10:15.328Z,Reconnaissance,T1595,True,none
1:+UxD4s4c0SqgOKpTv3v2jHFKUgw=,SF,0.02704906463623047,ShADadgfFR,143.88.7.13,60867,143.88.7.11,631,false,false,267,1280,1952,13,tcp,2017,2597,11,ssl,1.753254690439307E9,CkQ0vzJjhEIp3rW3k,2025-07-23T07:11:30.439Z,Reconnaissance,T1595,True,none
1:C2wr9pyaQXOFyzZAIVnNLGVHMKI=,SF,0.015434026718139648,SAhDadfFR,143.88.7.13,53275,143.88.7.11,631,false,false,0,1264,1936,13,tcp,1873,2453,11,ssl,1.753254680216539E9,CkmXdm3Dyo1YMTt1x6,2025-07-23T07:11:20.216Z,Reconnaissance,T1595,True,none
1:FTMEV2OPZVsvKfJDd5pzb9qkd7A=,SF,9.450912475585938E-4,ShADfFa,143.88.7.13,50949,143.88.7.10,80,false,false,0,380,596,4,tcp,503,667,3,http,1.753214079833652E9,CkxcBP1JksHvccCgIl,2025-07-22T19:54:39.833Z,Reconnaissance,T1595,True,none
1:SOVuDOPKAPPJ6Xp08/c6vvtqZWM=,SF,0.0024721622467041016,ShADadfFR,143.88.7.13,37713,143.88.7.1,443,false,false,0,927,1547,12,tcp,2247,2931,13,ssl,1.753204955921825E9,Cl3s7m4DJb2r6b2LR5,2025-07-22T17:22:35.921Z,Reconnaissance,T1595,True,none
1:AVKck3MmKenD4JaYT4rarm7R4Nw=,SF,0.0026121139526367188,ShADadfFR,143.88.7.13,56295,143.88.7.1,443,false,false,0,1006,1626,12,tcp,2247,2931,13,ssl,1.753204987248698E9,Cl8nVe1h5Um0m9V63e,2025-07-22T17:23:07.248Z,Reconnaissance,T1595,True,none
1:E6ypsABVmrh1JaWiqtNIvt+WlPU=,SF,0.0012421607971191406,ShADfFa,143.88.7.13,51977,143.88.7.10,80,false,false,0,352,620,5,tcp,1424,1588,3,http,1.753214102830567E9,CmPCw4PVBprfl2sx5,2025-07-22T19:55:02.830Z,Reconnaissance,T1595,True,none
1:TFBpn90ORat0mQ+7/896gzgeGIA=,RSTR,3.120899200439453E-4,ShADdFar,143.88.7.13,48847,143.88.7.10,445,false,false,0,88,356,5,tcp,133,337,4,,1.753217149100993E9,CmsTz53OGQSSTQ6lF5,2025-07-22T20:45:49.100Z,Reconnaissance,T1595,True,none
1:yxACoAht20i9o5bTrG/2Zfat3nM=,RSTR,3.368854522705078E-4,ShADdFar,143.88.7.13,45553,143.88.7.10,445,false,false,0,88,356,5,tcp,133,337,4,,1.753217147608947E9,CmwiTbbGd6dxsTMCi,2025-07-22T20:45:47.608Z,Reconnaissance,T1595,True,none
1:RZBdFo1js9b3fB56uTeT+NntXTM=,SF,0.006531953811645508,ShADadfFR,143.88.7.13,49595,143.88.7.1,443,false,false,0,978,1598,12,tcp,2247,2931,13,ssl,1.753205028803083E9,CnbMWM1fESRj4xhu55,2025-07-22T17:23:48.803Z,Reconnaissance,T1595,True,none
1:lMLD3mPAKLaer/TPaGL84iSkQvI=,S2,52.37520694732666,ShADTF,143.88.7.13,38907,143.88.7.11,631,false,false,0,517,6114,18,tcp,0,360,6,,1.753247305588489E9,CnkjwP285KCs2hkNnj,2025-07-23T05:08:25.588Z,Reconnaissance,T1595,True,none
1:9pt9vS6Ntbl+pyVLJnAQYYaZnsY=,SF,0.009585142135620117,SAhDadfFR,143.88.7.13,49095,143.88.7.11,631,false,false,0,1312,1984,13,tcp,2049,2629,11,ssl,1.753254805026856E9,Co5SAl1b5uxpa4E1J,2025-07-23T07:13:25.026Z,Reconnaissance,T1595,True,none
1:rJQ2DDNXrgC3wcClPOCAloUJW+A=,SF,0.009877204895019531,ShADadfFR,143.88.7.13,49935,143.88.7.11,631,false,false,0,1232,1904,13,tcp,1873,2453,11,ssl,1.753204799077983E9,CovQ69X8CPMVvl2Oi,2025-07-22T17:19:59.077Z,Reconnaissance,T1595,True,none
1:m1IpDRa5CrnuY7SMgYRwCBoCvI4=,SF,0.001683950424194336,ShADadfF,143.88.7.13,42465,143.88.7.11,80,false,false,0,312,580,5,tcp,474,742,5,http,1.753254641684545E9,Cp8seH11Iz4blovNN1,2025-07-23T07:10:41.684Z,Reconnaissance,T1595,True,none
1:5JVwirMHQnGsYDytmXlCGKH9kLU=,SF,0.056450843811035156,ShADadFf,143.88.7.13,38129,143.88.7.1,443,false,false,0,3053,4205,22,tcp,23324,25204,36,ssl,1.75320504604415E9,CpoT8R3E2X1NNFCcEk,2025-07-22T17:24:06.044Z,Reconnaissance,T1595,True,none
1:jr/yr6v6WEQ9cPMJXf4f0mmhtic=,SF,0.003095865249633789,SADfFa,143.88.7.13,39931,143.88.7.10,80,false,false,0,314,530,4,tcp,503,607,2,http,1.753214072400546E9,CqrQ5827r7TiuC3jEe,2025-07-22T19:54:32.400Z,Reconnaissance,T1595,True,none
1:gJ/DJ5+2tSkASdUjV26mXyUenK4=,SF,0.0010929107666015625,ShADadfF,143.88.7.13,49195,143.88.7.1,80,false,false,0,373,641,5,tcp,456,724,5,http,1.75320510578179E9,CquxhI2UbT7p3MVTUb,2025-07-22T17:25:05.781Z,Reconnaissance,T1595,True,none
1:E9//A+dYSfW9kf8EMmaGQKANbuc=,SF,8.540153503417969E-4,ShADfFa,143.88.7.13,55243,143.88.7.10,80,false,false,0,395,611,4,tcp,503,667,3,http,1.753214104305899E9,CrAoGV3LDEvcKNR4hh,2025-07-22T19:55:04.305Z,Reconnaissance,T1595,True,none
1:8noMzCscFXpFcrt2Pyj0dVQCReI=,SF,0.0037419795989990234,ShADadfFR,143.88.7.13,40017,143.88.7.1,443,false,false,0,930,1550,12,tcp,2247,2931,13,ssl,1.75320495866444E9,Crby6q1El296H9ZuWl,2025-07-22T17:22:38.664Z,Reconnaissance,T1595,True,none
1:LZNBVD0C7U95zsdiVPnvKkWI6H8=,SF,9.140968322753906E-4,SADhfFa,143.88.7.13,52897,143.88.7.10,80,false,false,0,400,616,4,tcp,503,667,3,http,1.753214082188403E9,CrqfLd4WGkkt2iH4mh,2025-07-22T19:54:42.188Z,Reconnaissance,T1595,True,none
1:ipEmkhQ0Tgh+YASmfGTr0xPX+fQ=,S2,52.80731916427612,ShADTF,143.88.7.13,37843,143.88.7.11,631,false,false,0,517,6114,18,tcp,0,360,6,,1.753247323588467E9,CtGYdg3vP1ALEz7mwl,2025-07-23T05:08:43.588Z,Reconnaissance,T1595,True,none
