community_id,conn_state,duration,history,src_ip_zeek,src_port_zeek,dest_ip_zeek,dest_port_zeek,local_orig,local_resp,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto,resp_bytes,resp_ip_bytes,resp_pkts,service,ts,uid,datetime,label_tactic,label_technique,label_binary,label_cve
1:Ij/V79A5ZCfHIoESvY0T6B5j6Cs=,RSTR,0.017174959182739258,^hSADaFr,143.88.5.10,46613,143.88.5.11,445,false,false,0,4205,4577,7,tcp,0,204,4,smb,1.753224863401976E9,CLpJO54L0RaM2dDqOb,2025-07-22T22:54:23.401Z,Lateral Movement,T1210,True,none
1:EnzbtYbAJ13tVW0sGpzH2A6g8/0=,RSTR,0.014152050018310547,SAhDaFr,143.88.5.10,34883,143.88.5.11,445,false,false,0,4205,4577,7,tcp,0,204,4,smb,1.753223334109477E9,CcILsKvHZ2J6vL0el,2025-07-22T22:28:54.109Z,Lateral Movement,T1210,True,none
1:UyScm51yIqhSHBR+kNLcf7GThcc=,RSTR,0.006772041320800781,ShADaFr,143.88.9.12,41277,143.88.9.11,445,false,false,0,4205,4577,7,tcp,0,204,4,smb,1.753478412682788E9,Ce0NA84oZuJboeajLi,2025-07-25T21:20:12.682Z,Lateral Movement,T1210,True,none
1:mfUxEummWPmMsVsknfPBF7OVWjc=,RSTR,0.029945850372314453,SAhDaFr,143.88.5.10,39039,143.88.5.11,445,false,false,0,4205,4577,7,tcp,0,204,4,smb,1.753223380285211E9,Chp4Ej2qLagxHDjL46,2025-07-22T22:29:40.285Z,Lateral Movement,T1210,True,none
1:DuLbz4D8LUToUdu8g/vmM25I688=,RSTR,0.1585371494293213,^hSADaFr,143.88.5.10,35719,143.88.5.11,445,false,false,0,4205,4577,7,tcp,0,204,4,smb,1.753223333964944E9,ChEfbx2JjQGoxKFbW5,2025-07-22T22:28:53.964Z,Lateral Movement,T1210,True,none
1:DXkFGw6wGrdvK52O7btof5VKWMU=,RSTR,0.01069188117980957,^hSADaFr,143.88.7.13,33629,143.88.7.10,445,false,false,0,4205,4577,7,tcp,0,204,4,smb,1.753973677601201E9,CUoY4N1fRu1M4Msltb,2025-07-31T14:54:37.601Z,Lateral Movement,T1210,True,none
1:Ws5oQ85T8Bb4yoI89eC1EFWOD1Q=,RSTR,0.01220703125,ShADaFr,143.88.7.13,40311,143.88.7.10,445,false,false,0,4205,4577,7,tcp,0,204,4,smb,1.753973770002448E9,CGBFtF2f7S3rl7xg01,2025-07-31T14:56:10.002Z,Lateral Movement,T1210,True,none
1:aFh3VNgNoYXzd3zeaZc3pkXHbv8=,RSTR,0.02501988410949707,ShADaFr,143.88.7.13,36503,143.88.7.10,445,false,false,0,4205,4577,7,tcp,0,204,4,smb,1.753973723781013E9,Ca8PeJ3cpAwJkoCV7h,2025-07-31T14:55:23.781Z,Lateral Movement,T1210,True,none
1:Ea9cSaH6zljtPrToYPg5nTY6K8g=,RSTR,0.018063068389892578,^hSADaFr,143.88.7.13,35029,143.88.7.10,445,false,false,0,4205,4577,7,tcp,0,204,4,smb,1.753973677593745E9,CZUjB31OAuOwKb2Nwf,2025-07-31T14:54:37.593Z,Lateral Movement,T1210,True,none
1:OGnmpoahc0vyfp2Z1XfGH1ATDAI=,RSTR,0.030802011489868164,ShADdFar,143.88.7.13,33401,143.88.7.10,445,false,false,0,136,456,6,tcp,274,530,5,"gssapi,smb",1.753973723764282E9,C3Q1Co3Em7JT1MU0Oc,2025-07-31T14:55:23.764Z,Lateral Movement,T1210,True,none
