community_id,conn_state,duration,history,src_ip_zeek,src_port_zeek,dest_ip_zeek,dest_port_zeek,local_orig,local_resp,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto,resp_bytes,resp_ip_bytes,resp_pkts,service,ts,uid,datetime,label_tactic,label_technique,label_binary,label_cve
1:t4yfOs/M/aRGBm0HgkZavuvPeR0=,S0,6.198883056640625E-6,D,143.88.4.12,51298,8.8.8.8,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749191371556244E9,CD9pjX1XtAlBSnfhwe,2025-06-06T06:29:31.556Z,none,none,False,none
1:AbLcWOkL7S5FLK4DE/btgR6G3VM=,S0,1.71661376953125E-5,D,143.88.5.13,51190,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749192190422536E9,CwogGr2pCOMc71BNLi,2025-06-06T06:43:10.422Z,none,none,False,none
1:Zy2YObALWiH9bAefE6r1cKQKhSU=,S0,1.0013580322265625E-5,D,143.88.7.13,44263,143.88.255.10,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749192480321604E9,CZWyDT3i5NKMn9PIx7,2025-06-06T06:48:00.321Z,none,none,False,none
1:mDooix0is/144jVgI4dHHuHyoRk=,S0,1.71661376953125E-5,D,143.88.3.13,45532,143.88.255.10,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749192304487598E9,CTlOUX1pUcfc2VS4a7,2025-06-06T06:45:04.487Z,none,none,False,none
1:G6YmvN03wX+PLtlaZ1AkKnu992M=,S0,7.035874128341675,D,143.88.5.11,62772,143.88.255.10,53,false,false,0,172,284,4,udp,0,0,0,dns,1.749191399052667E9,CcrLjvYioFtnquzD4,2025-06-06T06:29:59.052Z,none,none,False,none
1:xgMboOSFFhtJBLpM+v+eOWkog3s=,S0,3.814697265625E-6,D,143.88.5.13,52019,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749191494671065E9,CZItkT28JVNfKIuqca,2025-06-06T06:31:34.671Z,none,none,False,none
1:e2Y4kMw7kzpsZKq4yE4r7w7BEWA=,S0,2.09808349609375E-5,D,143.88.0.14,8766,143.88.255.10,53,false,false,0,106,162,2,udp,0,0,0,dns,1.7492781625598E9,CKyWE23xThYQsL3Nza,2025-06-07T06:36:02.559Z,none,none,False,none
1:VLpv0xyOlS+T7n2w0QPm3G/xCfI=,S0,1.621246337890625E-5,D,143.88.0.22,50096,143.88.255.10,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749278195109645E9,CBB5EpPOj6dCAeZn8,2025-06-07T06:36:35.109Z,none,none,False,none
1:rKgoWvx7xyZdmmVvhrDsO7R5PE8=,S0,3.0040740966796875E-5,D,143.88.4.12,53847,8.8.8.8,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749279338507559E9,CQ5VqRyRZUYTCqiz2,2025-06-07T06:55:38.507Z,none,none,False,none
1:vYhODUd4J2wjcrW6K+cZElkSt8s=,S0,1.4066696166992188E-5,D,143.88.9.12,43936,143.88.255.10,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749277654129639E9,Co2esO35XOjBmCQqr4,2025-06-07T06:27:34.129Z,none,none,False,none
1:l3rEUCfgAUNMGbl1poh2nr8yJXQ=,S0,5.0067901611328125E-6,D,143.88.4.12,56953,8.8.8.8,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749278400734662E9,Ci5wgU13d5eKtUfpKd,2025-06-07T06:40:00.734Z,none,none,False,none
1:jvWo2k1s6eFHzLZ68JNimio1/9w=,S0,5.9604644775390625E-6,D,143.88.4.12,59179,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749276706743095E9,CB17Zc4HHBfQ6VfzWb,2025-06-07T06:11:46.743Z,none,none,False,none
1:t6IG2AmKogJP5zsmImeLDqhv42E=,S0,1.5020370483398438E-5,D,143.88.4.13,40849,143.88.255.10,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749277098111798E9,Cg0QWC2J2gzBfZgJnd,2025-06-07T06:18:18.111Z,none,none,False,none
1:obxak7Gly0f87dYMjD6oDT+ZSXM=,S0,1.2159347534179688E-5,D,143.88.4.12,51547,1.1.1.1,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749277130261133E9,CI2jHf3KRUnJx7JdT6,2025-06-07T06:18:50.261Z,none,none,False,none
1:8vqz+uMMuuj/dext1R0G8W06Sak=,S0,1.7881393432617188E-5,D,143.88.0.14,42144,1.1.1.1,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749276041259138E9,C8lwSdwioh9xe2YM5,2025-06-07T06:00:41.259Z,none,none,False,none
1:UbESi61p7j4IYMIO5sXcUfvNVtg=,S0,5.0067901611328125E-6,D,143.88.0.18,8944,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749279340599156E9,C7Xy6bB8GHx92r9Rg,2025-06-07T06:55:40.599Z,none,none,False,none
1:QK6dic1nM5tv9LAUyYKxSeGmN6k=,S0,1.5020370483398438E-5,D,143.88.0.2,57712,143.88.255.10,53,false,false,0,74,130,2,udp,0,0,0,dns,1.749278213605433E9,C7fskx1RHqEI7Y7OX9,2025-06-07T06:36:53.605Z,none,none,False,none
1:yCji7yAtpc7IiWVyjGETNZgaBvo=,S0,1.5974044799804688E-5,D,143.88.9.10,33107,143.88.255.10,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749276086314094E9,CXAvqZTQySZ2snEMk,2025-06-07T06:01:26.314Z,none,none,False,none
1:aihSqb7HtQfAfOUpbH49Kb3upjY=,S0,8.048746109008789,D,143.88.9.11,57060,143.88.255.10,53,false,false,0,215,355,5,udp,0,0,0,dns,1.749277664978637E9,CZEfwX1SxFyvIR7Zjh,2025-06-07T06:27:44.978Z,none,none,False,none
1:lWhhRCxcmKjXMBM/wsOj/Qldlkw=,S0,1.5020370483398438E-5,D,143.88.0.18,25019,1.1.1.1,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749276406364578E9,CoiAg51JMPxTruVROj,2025-06-07T06:06:46.364Z,none,none,False,none
1:53ArD6Rqvq7JBlRn+JDrAmcEabM=,S0,1.4066696166992188E-5,D,143.88.7.11,60561,143.88.255.10,53,false,false,0,102,158,2,udp,0,0,0,dns,1.749279046860935E9,CP1SJTGTaBjMRwNka,2025-06-07T06:50:46.860Z,none,none,False,none
1:dwHs+Igy6muNaYzklnbqd3PIOgw=,S0,2.8848648071289062E-5,D,143.88.4.12,53870,1.1.1.1,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749277947004754E9,CBJqU64YrJMbW8nOQ2,2025-06-07T06:32:27.004Z,none,none,False,none
1:0ygCeEKB+eEv2B+Svv0TP7nEWwo=,S0,1.1205673217773438E-5,D,143.88.2.14,50038,143.88.255.10,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749278987790902E9,CIgw3G1OhlRQZDAD4,2025-06-07T06:49:47.790Z,none,none,False,none
1:+fLipeE84ay6ZUI6qGzFgBIirVY=,S0,2.6941299438476562E-5,D,143.88.4.12,54314,1.1.1.1,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749276495011387E9,CEIySm4Dnnf8rxbUUe,2025-06-07T06:08:15.011Z,none,none,False,none
1:6ydhiTwNRbMZuMhma9tsiA9ArRQ=,S0,,D,143.88.0.30,54430,192.58.128.30,53,false,false,0,,56,1,udp,,0,0,dns,1.749277275794379E9,CaUOVB17inuVWgAe9k,2025-06-07T06:21:15.794Z,none,none,False,none
1:MEetifrScYpQDpeXgMWKPIMDApU=,S0,9.775161743164062E-6,D,143.88.4.12,44621,1.1.1.1,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749021941431718E9,CizcosL4Vyh269UT2,2025-06-04T07:25:41.431Z,none,none,False,none
1:9lN6GT1dfAX6lDNE56qOhmVw82k=,S0,2.002716064453125E-5,D,143.88.0.14,24020,1.1.1.1,53,false,false,0,106,162,2,udp,0,0,0,dns,1.748851029074825E9,CcVdXu4mY1W9OVAYyg,2025-06-02T07:57:09.074Z,none,none,False,none
1:PLKai6RBsI6LmihxRi8yRx4WVnE=,S0,2.6941299438476562E-5,D,143.88.4.12,53437,1.1.1.1,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749108305121882E9,CO2XyC2xmelnaWyJYg,2025-06-05T07:25:05.121Z,none,none,False,none
1:Z+SJl7+V/iaQjCG1L2Ld/HsTwKo=,S0,1.0967254638671875E-5,D,143.88.0.14,5543,1.1.1.1,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749232783799166E9,CpaHgK3mE3ANsLYcTc,2025-06-06T17:59:43.799Z,none,none,False,none
1:wuT/quMLNCFwPDnp4n1DNO/RsRw=,S0,7.152557373046875E-6,D,143.88.0.34,17463,143.88.255.10,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749021549743337E9,CyAr7k2VrNs421mfod,2025-06-04T07:19:09.743Z,none,none,False,none
1:y8plBetlJTHa2tXFs4YrkZpLKN0=,S0,3.0994415283203125E-6,D,143.88.0.14,34814,1.1.1.1,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749231725021329E9,CeEt5z18X3pMtAsG9c,2025-06-06T17:42:05.021Z,none,none,False,none
1:ycSZ7xcb+C5hUtkTvoybxps9bTQ=,S0,1.5974044799804688E-5,D,143.88.7.12,41142,143.88.255.10,53,false,false,0,76,132,2,udp,0,0,0,dns,1.748848948222091E9,CRH9MvlIU6qSTjEm5,2025-06-02T07:22:28.222Z,none,none,False,none
1:Zd/yV+Bkv1Jpllyxyw5XIH3M/XA=,S0,9.059906005859375E-6,D,143.88.4.12,36268,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.74922933527177E9,CtnhR62V4HWrLXYivb,2025-06-06T17:02:15.271Z,none,none,False,none
1:cIpgJZc7u8o9A7BsvEFU5UZIx+w=,S0,,D,143.88.0.14,58513,199.7.83.42,53,false,false,0,,56,1,udp,,0,0,dns,1.74923105351174E9,CyKr104l7BajVBpI2g,2025-06-06T17:30:53.511Z,none,none,False,none
1:M1vMIJ1P/rkML/dKWJmq3ZC6zDU=,S0,4.0531158447265625E-6,D,143.88.4.12,33622,1.1.1.1,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749023574930287E9,CIgX4t45vuwo42RoY3,2025-06-04T07:52:54.930Z,none,none,False,none
1:Q4O79eVv1KaAXBkU7WE+IhBKbR8=,S0,4.0531158447265625E-6,D,143.88.4.12,48616,1.1.1.1,53,false,false,0,106,162,2,udp,0,0,0,dns,1.74910827488169E9,CYmRdVlKsRxxkczy7,2025-06-05T07:24:34.881Z,none,none,False,none
1:igxTPfHnkaX5OQHLOlO446P3E1s=,S0,1.2874603271484375E-5,D,143.88.0.22,15943,143.88.255.10,53,false,false,0,106,162,2,udp,0,0,0,dns,1.748850028652759E9,CYC2WEH80tIfu4s57,2025-06-02T07:40:28.652Z,none,none,False,none
1:URqAQjZU3rFHHere1ATpUnqgh2g=,S0,1.4066696166992188E-5,D,143.88.2.14,34859,143.88.255.10,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749107668237432E9,ChJP3i4pAjASN129Oh,2025-06-05T07:14:28.237Z,none,none,False,none
1:87bnHyQa2PQliIQamtd82qznEWA=,S0,2.4080276489257812E-5,D,143.88.9.12,33576,143.88.255.10,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749020420787397E9,Ci0c6e3WiGKCueK8e4,2025-06-04T07:00:20.787Z,none,none,False,none
1:C+CObak/8cvZgvzn4LEXvpEMkeY=,S0,1.5020370483398438E-5,D,143.88.0.18,22207,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749109759235187E9,CdjnJS3iCCLw4TgVqg,2025-06-05T07:49:19.235Z,none,none,False,none
1:ilP2cM/6ws5O0jtivtjJaKHYofs=,S0,4.601478576660156E-5,D,143.88.10.11,56889,143.88.255.10,53,false,false,0,108,164,2,udp,0,0,0,dns,1.749108333474392E9,CrygfU2ZfIIBhxDGYi,2025-06-05T07:25:33.474Z,none,none,False,none
1:4mVbu1in4bWXIWb1AlK3alI3hCY=,S0,1.5974044799804688E-5,D,143.88.0.18,15707,1.1.1.1,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749109638229079E9,C1XsMm3h20JCJn9T65,2025-06-05T07:47:18.229Z,none,none,False,none
1:/UIEvNucUKdG7nwa1K03kVgorxA=,S0,64.05620002746582,D,143.88.4.11,138,143.88.4.255,138,false,false,0,1271,1439,6,udp,0,0,0,,1.749021918522618E9,CqfXUq4spnhPngHnCi,2025-06-04T07:25:18.522Z,none,none,False,none
1:GKMKHMmxkgvuWr11Q3PXS/SXP3U=,S0,6.9141387939453125E-6,D,143.88.4.12,59148,1.1.1.1,53,false,false,0,76,132,2,udp,0,0,0,dns,1.748847731827609E9,CAjDPi3SxvZ91gQJOj,2025-06-02T07:02:11.827Z,none,none,False,none
1:ssU24yJntHd2VA73VzkZkZLjl0A=,S0,5.9604644775390625E-6,D,143.88.0.14,42110,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749231543523696E9,CcQneA2EgxR0pW4Yu9,2025-06-06T17:39:03.523Z,none,none,False,none
1:vmhgBSrQAaxgmuCIT7ziwWFLMKQ=,S0,4.0531158447265625E-6,D,143.88.4.12,40655,1.1.1.1,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749020610451282E9,CO373K1ngdYNw21Upj,2025-06-04T07:03:30.451Z,none,none,False,none
1:FfyxKNnKnNifFoT5NmQ95c3UhAY=,S0,1.811981201171875E-5,D,143.88.0.18,38321,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749231152383853E9,C323jn4WZi1jIvSWSf,2025-06-06T17:32:32.383Z,none,none,False,none
1:DrR3Hejv0gyEurBil+2kESexfwg=,S0,1.3113021850585938E-5,D,143.88.0.14,12356,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749232753542311E9,CC9r8d4FwWMd5Fdqu2,2025-06-06T17:59:13.542Z,none,none,False,none
1:9CdtwoIr5Er5RZZ2syHYnX9nAg4=,S0,1.6927719116210938E-5,D,143.88.0.18,59902,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.74902297204545E9,CBvmms24oQDutyeeu3,2025-06-04T07:42:52.045Z,none,none,False,none
1:B9pwnzFqmMP/2sVov6gLeARyJfc=,S0,1.7881393432617188E-5,D,143.88.10.10,33813,143.88.255.10,53,false,false,0,108,164,2,udp,0,0,0,dns,1.749106870144571E9,CnEIGl4EflL216qg3j,2025-06-05T07:01:10.144Z,none,none,False,none
1:LIiEXRUQssOP66E+J8j+D+yYifk=,S0,1.811981201171875E-5,D,143.88.0.14,35775,1.1.1.1,53,false,false,0,76,132,2,udp,0,0,0,dns,1.748850303057489E9,CW6sh64ZPv8EnW7BZd,2025-06-02T07:45:03.057Z,none,none,False,none
1:RFkMVbYEAudjxesU+XB3xMTNFb8=,S0,1.5974044799804688E-5,D,143.88.0.14,52513,1.1.1.1,53,false,false,0,106,162,2,udp,0,0,0,dns,1.74923275354185E9,C9b05y13VjRWu1w3Hk,2025-06-06T17:59:13.541Z,none,none,False,none
1:SBHUByDz+mWlyVQ+PNcUdR9vNS4=,S0,1.1920928955078125E-5,D,143.88.0.18,38597,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749231757383757E9,CedCuv3B9NbDuL6hr9,2025-06-06T17:42:37.383Z,none,none,False,none
1:9R4NRCMi5KZPBupUYJcm9/SfBjg=,S0,1.0967254638671875E-5,D,143.88.4.12,42101,1.1.1.1,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749022092684966E9,CY3AB418SndrkZr6vk,2025-06-04T07:28:12.684Z,none,none,False,none
1:eepjT0r/kdHe6QcS2SOlVEcnBR4=,S0,,D,143.88.255.11,50061,8.8.4.4,53,false,false,0,,71,1,udp,,0,0,dns,1.748850719799857E9,CVgKvjfPb6tR0RFv,2025-06-02T07:51:59.799Z,none,none,False,none
1:P2UQjVptxulAZMtij5M0wpblUSQ=,S0,2.4080276489257812E-5,D,143.88.4.12,53133,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749107306863391E9,CO1iEx2VbFQjM9vtk,2025-06-05T07:08:26.863Z,none,none,False,none
1:n3finNQUG8r6DB6t9B2Mm04cNfg=,S0,1.5974044799804688E-5,D,143.88.5.13,38345,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749232695128666E9,CYlYGd46X3sBDFkmf3,2025-06-06T17:58:15.128Z,none,none,False,none
1:4k5NAxYfpFyWgelJSczbIM4gsc8=,S0,,D,143.88.255.11,40029,8.8.8.8,53,false,false,0,,71,1,udp,,0,0,dns,1.749022742481751E9,Ce0f48oTkJP07ckM6,2025-06-04T07:39:02.481Z,none,none,False,none
1:Uj01RDahXX8Mb2SwTJxRZN249kk=,S0,5.9604644775390625E-6,D,143.88.0.18,14330,1.1.1.1,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749023183781917E9,C9rPnG2XXNvNEBmVge,2025-06-04T07:46:23.781Z,none,none,False,none
1:QOQBhLDztzTHYv2HE2DVkdboD5Q=,S0,1.5020370483398438E-5,D,143.88.5.13,60537,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.74923145487583E9,CXf0AxGlFPcRDKRji,2025-06-06T17:37:34.875Z,none,none,False,none
1:4qc8ew/rRXBQHPkHYCNUWJc33O4=,S0,4.0531158447265625E-6,D,143.88.0.18,19789,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749229488639297E9,ChGu7m3tay6Ns7jQC2,2025-06-06T17:04:48.639Z,none,none,False,none
1:/IYcwnWYacwrI/aVQffSFUip+T0=,S0,5.0067901611328125E-6,D,143.88.5.13,40738,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.748849669914303E9,CKAha3qRqeSfazey,2025-06-02T07:34:29.914Z,none,none,False,none
1:vPUPqtozEPq28rwtOO+f/ckgiaI=,S0,2.002716064453125E-5,D,143.88.0.14,29935,8.8.8.8,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749023090959498E9,CRFzjA16KoG2voIKPd,2025-06-04T07:44:50.959Z,none,none,False,none
1:aUnoG242h7cZiwYXdj84zUaDs+Q=,S0,7.152557373046875E-6,D,143.88.4.12,59521,1.1.1.1,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749023363185741E9,CjFvC4354fnqs6kBl,2025-06-04T07:49:23.185Z,none,none,False,none
1:Jo0fZTeWlCqJUL3HDvffosN01sc=,S0,2.9087066650390625E-5,D,143.88.0.14,49356,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749232269544714E9,CLRQGV1NjjhafSmH3d,2025-06-06T17:51:09.544Z,none,none,False,none
1:GhXOG/JYGI76DNN8bRHdjXHv4R8=,S0,5.005285024642944,D,143.88.255.50,56474,143.88.255.1,53,false,false,0,152,264,4,udp,0,0,0,dns,1.749023175484269E9,CtqA4mqqs7bJFo9p4,2025-06-04T07:46:15.484Z,none,none,False,none
1:rzsHc+sWF8TN6QKTATLS5J9Bxh4=,S0,,D,143.88.0.6,63205,192.203.230.10,53,false,false,0,,56,1,udp,,0,0,dns,1.749020389395106E9,C4gJQI1mjt9FtJCgn2,2025-06-04T06:59:49.395Z,none,none,False,none
1:UMh+g+0yk09SfyuFh47k4tLA3DM=,S0,8.106231689453125E-6,D,143.88.4.12,39210,1.1.1.1,53,false,false,0,76,132,2,udp,0,0,0,dns,1.748850666049346E9,C8mPmyWs4GQJMWVJd,2025-06-02T07:51:06.049Z,none,none,False,none
1:yrj1LrCVNrogccbsH6si9nejSQU=,S0,1.811981201171875E-5,D,143.88.0.14,4014,8.8.8.8,53,false,false,0,106,162,2,udp,0,0,0,dns,1.748850303067968E9,CeUnDr4duRf8EVWzod,2025-06-02T07:45:03.067Z,none,none,False,none
1:S93oUenNXbHPDaztuBtH5/Yq7xE=,S0,1.811981201171875E-5,D,143.88.0.26,3491,143.88.255.10,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749022864382104E9,CKTdNR2COX4sss9D65,2025-06-04T07:41:04.382Z,none,none,False,none
1:ZbXtyRzxtI+cBHGQn8jSCucJgJw=,S0,5.0067901611328125E-6,D,143.88.4.12,42966,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749107064886564E9,CQ6vKOyYaiGHO0b5,2025-06-05T07:04:24.886Z,none,none,False,none
1:TBwytcRqYtarTZ9mSgPZiyWS1rA=,S0,1.3828277587890625E-5,D,143.88.7.12,43358,143.88.255.10,53,false,false,0,76,132,2,udp,0,0,0,dns,1.748848601470415E9,CazL9C2nD9s96WdUFj,2025-06-02T07:16:41.470Z,none,none,False,none
1:SeKIHzCn7dGxQdnJqLXRDI/eAhU=,S0,1.3113021850585938E-5,D,143.88.4.12,50827,1.1.1.1,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749020882681439E9,Ca9dc41AgQL0hwBvkl,2025-06-04T07:08:02.681Z,none,none,False,none
1:K/him1cH0nLk/si7HKVGqFRZJR4=,S0,1.3113021850585938E-5,D,143.88.7.13,56289,143.88.255.10,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749107260032373E9,CKpffd2ig9TCkOIbPd,2025-06-05T07:07:40.032Z,none,none,False,none
1:SrKh6i+nQ+jgjzcXGoz76ZPqR/I=,S0,1.3828277587890625E-5,D,143.88.0.26,54198,143.88.255.10,53,false,false,0,106,162,2,udp,0,0,0,dns,1.748847714431431E9,CkZHF11877SvQpQi6,2025-06-02T07:01:54.431Z,none,none,False,none
1:Lg1XCiY+C4nBRR4HTMM65ZGzXPI=,S0,1.6927719116210938E-5,D,143.88.4.13,43638,143.88.255.10,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749023162939189E9,CHebPciSG69kO2UOb,2025-06-04T07:46:02.939Z,none,none,False,none
1:/z5TJWyaUFi2OwOI2jIq5VaBpo8=,S0,7.867813110351562E-6,D,143.88.4.12,46607,1.1.1.1,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749109636112399E9,CfWbNViyDAEOdwvJg,2025-06-05T07:47:16.112Z,none,none,False,none
1:MlV49xM7v2bB/CpJZrbGUCCqbxU=,S0,1.5974044799804688E-5,D,143.88.0.14,9775,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749020701199981E9,CjWZLa3Vm62m0wDlg2,2025-06-04T07:05:01.199Z,none,none,False,none
1:N1sG+DdOkvGSYkiqra26CSg6zLU=,S0,2.288818359375E-5,D,143.88.0.14,49527,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749109242879261E9,CKksH51WeTG5JvlZXh,2025-06-05T07:40:42.879Z,none,none,False,none
1:aOg7F9cWVhAmpVzF5BFAeBySnXM=,S0,1.5020370483398438E-5,D,143.88.0.14,17576,143.88.255.10,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749232568737278E9,CbNRga3CDRmmD6aHm4,2025-06-06T17:56:08.737Z,none,none,False,none
1:TAvlsrMBhKazKIbQWVsJuxu4GwQ=,S0,1.9073486328125E-5,D,143.88.0.14,22295,8.8.8.8,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749232511542626E9,CnYPFr1hpV3HUVYgR2,2025-06-06T17:55:11.542Z,none,none,False,none
1:4GG/tO6HKbHkYt/2ew8aVaQnerk=,S0,1.3828277587890625E-5,D,143.88.0.38,45358,143.88.255.10,53,false,false,0,108,164,2,udp,0,0,0,dns,1.748849640545643E9,CTxx8629WPlM793Y2l,2025-06-02T07:34:00.545Z,none,none,False,none
1:NlXOImdh4FE1LkSG9Pz0eO1Pro0=,S0,1.4066696166992188E-5,D,143.88.0.14,60683,1.1.1.1,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749232572033709E9,CVTRd51NVJK73D8qO7,2025-06-06T17:56:12.033Z,none,none,False,none
1:06r37yKEVh+/PFO1MAXny8pGUxU=,S0,1.6927719116210938E-5,D,143.88.0.14,32926,8.8.8.8,53,false,false,0,106,162,2,udp,0,0,0,dns,1.749020943187971E9,CPaTAn4xofJMKHjwP3,2025-06-04T07:09:03.187Z,none,none,False,none
1:LwgNZxR6naLzscq7l2t0klRB+rU=,S0,1.4066696166992188E-5,D,143.88.9.12,46671,143.88.255.10,53,false,false,0,76,132,2,udp,0,0,0,dns,1.749023396397394E9,CnkJrbcqaXKwdXms3,2025-06-04T07:49:56.397Z,none,none,False,none
